African-AmericanStudies	Institute for Research in African American Studies	2	0	5	0	7
AmericanStudies	American Studies	13	0	9	0	22
Ancient Studies	Classics	2	0	0	0	2
Anthropology	Anthropology	19	0	10	0	29
AppliedMathematics	Mathematics	2	0	0	0	2
Archaeology	Archaeology	6	0	0	0	6
Architecture	Architecture (Barnard)	16	0	0	0	16
Art History	Art History & Archaeology	29	0	22	0	51
Art History andVisual Arts	NA	0	2	0	0	2
Asian AmericanStudies	Asian American Studies	1	0	0	0	1
Astronomy	Astronomy	0	0	5	0	5
Astrophysics	Astronomy-Physics **	0	4	0	0	4
Biochemistry	Biological Sciences	1	0	0	0	1
Biochemistry	Biological Sciences-Chemistry **	0	11	0	0	11
Biology	Biological Sciences	29	0	2	0	31
Biophysics	Biological Sciences-Physics **	0	1	0	0	1
Chemistry	Chemistry	5	0	2	0	7
Classics	Classics	9	0	3	0	12
ComparativeLiterature and Society	Center for Comparative Literature and Society	14	0	0	0	14
ComputerScience	Computer Science	11	0	5	0	16
Dance	Dance (Barnard)	4	0	2	0	6
Drama andTheatre Arts	Drama And Theatre Arts	1	0	0	0	1
Earth Science	Earth and Environmental Sciences	0	0	1	0	1
East AsianStudies	East Asian Languages & Cultures	11	0	2	0	13
Economics	Economics	100	0	21	0	121
Economics-Mathematics	Economics-Mathematics **	0	17	0	0	17
Economics-OperationsResearch	Economics-Industrial Engineering & OperationsResearch **	0	4	0	0	4
Economics-Philosophy	Economics-Philosophy **	0	9	0	0	9
Economics-PoliticalScience	Economics-Political Science **	0	26	0	0	26
Economics-Statistics	Economics-Statistics **	0	1	0	0	1
English	English & Comparative Literature	114	0	26	0	140
EnvironmentalBiology	Ecology, Evolution, and Environmental Biology	8	0	3	0	11
EnvironmentalScience	Earth and Environmental Sciences	3	0	3	0	6
Film Studies	Film (School Of The Arts)	24	0	0	0	24
French	French & Romance Philology	10	0	3	0	13
French andFrancophone Studies	French & Romance Philology	0	0	2	0	2
GermanLiterature and Cultural History	Germanic Languages	2	0	0	0	2
HispanicStudies	Spanish & Portuguese	1	0	0	0	1
History	History	91	0	24	0	115
History andTheory of Architecture	Art History & Archaeology	2	0	3	0	5
History-Sociology	Sociology-History **	0	1	0	0	1
ItalianCultural Studies	Italian	0	0	1	0	1
ItalianLiterature	Italian	2	0	0	0	2
Latin AmericanStudies	Spanish & Portuguese	5	0	0	0	5
Latino Studies	Latino Studies	3	0	2	0	5
Mathematics	Mathematics	20	0	16	0	36
Mathematics-Statistics	Mathematics-Statistics **	0	4	0	0	4
Middle East andAsian Languages and Cultures	Middle East and Asian Languages and Cultures	13	0	9	0	22
Music	Music	13	0	9	0	22
Neuroscienceand Behavior	Biological Sciences-Psychology **	0	13	0	0	13
Philosophy	Philosophy	31	0	13	0	44
Physics	Physics	11	0	4	0	15
PoliticalScience	Political Science	117	0	13	0	130
Psychology	Psychology	47	0	21	0	68
RegionalStudies	Associated Institutes	2	0	0	0	2
Religion	Religion	14	0	6	0	20
Russian	Slavic Languages	3	0	1	0	4
RussianRegional Studies	Slavic Languages	1	0	0	0	1
Sociology	Sociology	21	0	6	0	27
SpanishLanguage & Literature	Spanish & Portuguese	0	0	2	0	2
SpanishLanguage and Literature	Spanish & Portuguese	4	0	10	0	14
Statistics	Statistics	1	0	1	0	2
Urban Studies	Urban Studies	14	0	0	0	14
Visual Arts	Visual Arts (School of The Arts)	4	0	4	0	8
Women's andGender Studies	Women's and Gender Studies	3	0	5	0	8
NA	Grand Totals	859	93	276	0	1228
NA	NA	NA	NA	NA	Total Number of Degrees	973
